mode,question_hash,ts,question_text,computed_answer,chosen_option,correct
percabangan,f1181585585be28d04045bde6d333c1cf4f9e3bc242437d0ca754de7fddc8969,2025-08-24T05:14:17.892562Z,"p <- 3
q <- 1
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",3 1 4,3 1 4,3 1 4,True
runtunan,0c757a063670635964e1ce6d87559d76c9df2b7f730ac764b4ac3ca3a1a8cde7,2025-08-24T05:14:17.929374Z,"a <- 5
b <- 6
cetak (a + b)
a <- a - b
cetak (a)
Apa yang tampil di layar?",11 -1,11 -1,11 -1,True
percabangan,b2adf1f8f7ba522b5471ec25992c0a2299f121caec38a31c6f7c2d154e2ecfb2,2025-08-24T05:14:18.553011Z,"m <- 4
n <- 9
IF m = n THEN
cetak (m + n)
Apa yang tampil di layar?",tidak ada output,Tidak ada output,tidak ada output,True
runtunan,514bbec8387c71f63ffeb6dac7c3ed13bde686ac9a6c25b13b0b12607fcfb140,2025-08-24T05:14:18.999959Z,"v <- 4
w <- 5
cetak (v * w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",20 9,20 9,20 9,True
runtunan,fd900d31ddfdfe677de846a3f44f413a46054124e24b190e80dd4f68eae27e79,2025-08-24T05:14:19.640667Z,"mobil <- 6
sepeda <- 3
cetak (mobil / sepeda)
mobil <- mobil + sepeda
cetak (mobil)
Apa yang tampil di layar?",2 9,2 9,2 9,True
percabangan,939a56f446f840b7a94688ab1d45f05e68f02ec9cfcdda724ab23c9dbe1c6818,2025-08-24T05:14:19.893211Z,"p <- 5
q <- 5
cetak(p + q)
IF p = q THEN {
cetak(p * q)
}
Apa yang tampil di layar?",10 25,10 25,10 25,True
percabangan,5bc87a368736f4352d4165aae3b2eba48c201cd5b9d407c70a72d77606273812,2025-08-24T05:14:20.530164Z,"a <- 22
b <- 17
IF a > b THEN
cetak (a - b)
Apa yang tampil di layar?",5,5,5,True
runtunan,f1999471f6627db229599a44ee289c2945156fb0fc78a0d76726336a6442526a,2025-08-24T05:14:20.635007Z,"p <- 4
q <- 6
cetak (q-p)
p <- p+q
cetak (p)
Apa yang tampil di layar?",2 10,2 10,2 10,True
runtunan,9e5adf6667a61d2ca8b0e0017718e433c5b3fdc5613d64f69a60d054233070d3,2025-08-24T05:14:21.455126Z,"m <- 4
n <- 6
cetak (n - m)
m <- m + n
cetak (n)
Apa yang tampil di layar?",2 6,2 6,2 6,True
percabangan,1ef4f45b4be3912888637207acbe910bb30b12d06be9f62e6bfd1f01b78aa698,2025-08-24T05:14:21.822888Z,"p <- 8
q <- 12
IF p > q THEN
cetak(p - q)
ELSE
cetak(q - p)
Apa yang tampil di layar?",4,4,4,True
percabangan,7fc6d0edff3b1a3dcf93a9be99237605ec777946a35b52e57fa85ad9d6dd2d69,2025-08-24T05:14:22.321204Z,"p <- 21
q <- 21
IF p = q THEN
cetak (p + q)
Apa yang tampil di layar?",42,42,42,True
runtunan,5e9b7b94af9a11900c6926c1460ff58bafb030776b679391aa4666e21664612e,2025-08-24T05:14:22.368278Z,"m <- 10
n <- 3
cetak (m - n)
n <- n * 2
cetak (n)
Apa yang tampil di layar?",7 6,7 6,7 6,True
percabangan,ae530ab96ae99b99b47624cbfbd5e69dc121fef489796c1660f338cff63cb879,2025-08-24T05:14:23.663122Z,"a <- 18
b <- 18
IF a = b THEN {
cetak (a)
cetak (b)
cetak (a * b)
}
Apa yang tampil di layar?",18 18 324,18 18 324,18 18 324,True
runtunan,bf967666936343f988f892177704c6372fb5e113a54acaec9538b590636e70d6,2025-08-24T05:14:23.700320Z,"p <- 5
q <- 8
cetak (p)
cetak (q)
cetak (q - p)
Apa yang tampil di layar?",5 8 3,5 8 3,5 8 3,True
runtunan,627464c461b52722ced406f7729f24594dc922840f24269b5450521d5e6585d8,2025-08-24T05:14:24.338816Z,"bola <- 2
buku <- 7
cetak (bola + buku)
bola <- bola * 3
cetak (bola)
Apa yang tampil di layar?",9 6,9 6,9 6,True
percabangan,fb22fef76ecc032b4360c8c802dc169ece622ce576b811baed73efa14ce07828,2025-08-24T05:14:24.379066Z,"p <- 11
q <- 11
IF p = q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",11 11 22,11 11 22,11 11 22,True
runtunan,fb84660f0c77f5400b2af0fc447e28a4d5226e970e6a345b3e068bf0b4a32c76,2025-08-24T05:14:25.628600Z,"p <- 5
q <- 9
cetak (q - p)
p <- p * 2
cetak (p)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,8cf5b018ec2f4038859fcb1963fae7cf1af23947328fac5d4921d3f4e7df0585,2025-08-24T05:14:26.112601Z,"a <- 6
b <- 2
IF a > b THEN {
cetak(a * b)
}
cetak(a + b)
Apa yang tampil di layar?",12 8,12 8,12 8,True
percabangan,e3e6339fb6f49087d82538d3d0533a9d746f874cf6397c2fbac18ac1686e3159,2025-08-24T05:14:26.149826Z,"x <- 8
y <- 3
IF x > y THEN {
cetak (x)
cetak (x - y)
}
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,a41f6254c990de624e514d32be1344834d118fbcca585f532852480afe3d5997,2025-08-24T05:14:26.187852Z,"a <- 8
b <- 3
cetak (a)
a <- a-b
cetak (a)
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,5e9b7b94af9a11900c6926c1460ff58bafb030776b679391aa4666e21664612e,2025-08-24T05:14:27.286680Z,"m <- 10
n <- 3
cetak (m - n)
n <- n * 2
cetak (n)
Apa yang tampil di layar?",7 6,7 6,7 6,True
percabangan,075cbcf1f44e8836bca39b12952182dbd9604ccc81f91fa1471dbbf9a9cd9b28,2025-08-24T05:14:27.923369Z,"x <- 4
y <- 2
IF x = y THEN
cetak (x * y)
ELSE {
cetak (x)
cetak (y)
}
Apa yang tampil di layar?",4 2,4 2,4 2,True
percabangan,4452440dab2eb662cd02a328820182787195c05f20be54d9558a80aebea69869,2025-08-24T05:14:27.971472Z,"m <- 3
n <- 9
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",3.0,3.0,3.0,True
runtunan,6ffb6765c4f97c798a6b6eb2aeb64731d2bf8cc414c4068bfea60882c5c31b7e,2025-08-24T05:14:28.009005Z,"p <- 2
q <- 5
cetak (p+q)
q <- q-2
cetak (q)
Apa yang tampil di layar?",7 3,7 3,7 3,True
runtunan,5b941cc5f8c3bf5baaf2737eb5e52ae40f1a34092c8605dc060d128428b271b9,2025-08-24T05:14:29.238478Z,"buku <- 9
pena <- 3
cetak (buku / pena)
cetak (buku)
Apa yang tampil di layar?",3 9,3 9,3 9,True
percabangan,eeb6481c568ce668f9d457a4cfe7cdcfb65e4ede2c19f64dcfd988a6a8676978,2025-08-24T05:14:29.912336Z,"x <- 10
y <- 5
IF x < y THEN
cetak (x * y)
Apa yang tampil di layar?",tidak ada output,Tidak ada output,tidak ada output,True
percabangan,bc3e5d648b5e302196fab8979776b10c409fde888e862960be5e8ae3ed5aecd9,2025-08-24T05:14:29.976914Z,"a <- 9
b <- 3
IF a / b = 3 THEN
cetak (a - b)
Apa yang tampil di layar?",6,6,6,True
runtunan,6a86122b51369055cdf3667abb3bcea26d130fedadba2a6e41e926bd5dc1b1e9,2025-08-24T05:14:30.049701Z,"rumah <- 8
pohon <- 3
cetak (rumah)
rumah <- rumah - pohon
cetak (rumah)
cetak (pohon)
Apa yang tampil di layar?",8 5 3,8 5 3,8 5 3,True
runtunan,ffee886ea0d484f237122ec47e34455cb34050c2e02546d82bf1fd3832838f3e,2025-08-24T05:14:31.446412Z,"m <- 1
n <- 2
o <- 3
cetak (m+n+o)
n <- o
cetak (n)
Apa yang tampil di layar?",6 3,6 3,6 3,True
percabangan,612feae17e97db312102cf348a2d03039de6f097f04ba116ef722352d043fdf3,2025-08-24T05:14:31.688329Z,"p <- 7
q <- 2
IF p - q > 4 THEN {
cetak(p + q)
} ELSE {
cetak(p * q)
}
Apa yang tampil di layar?",9,9,9,True
runtunan,8695476db694ae97c16d6153f1e330203c98869dd46f1816aafd341addbc4a81,2025-08-24T05:14:31.808699Z,"k <- 9
l <- 4
cetak (k - l)
l <- l + k
cetak (l)
Apa yang tampil di layar?",5 13,5 13,5 13,True
percabangan,724c158d6360776e2b7aa1252900ae111303089d881276c6adeaf7d5f5e841d9,2025-08-24T05:14:32.219801Z,"p <- 7
q <- 7
IF p ≠ q THEN
cetak(p + q)
ELSE
cetak(p * q)
Apa yang tampil di layar?",Tidak ada output,49,49,True
runtunan,514bbec8387c71f63ffeb6dac7c3ed13bde686ac9a6c25b13b0b12607fcfb140,2025-08-24T05:14:33.258986Z,"v <- 4
w <- 5
cetak (v * w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",20 9,20 9,20 9,True
runtunan,d4aa8d22034b4451d049666e9e885e5229aa4953c3d4917aa9a74d621de43651,2025-08-24T05:14:33.651051Z,"p <- 7
q <- 10
cetak (q - p)
q <- q / p
cetak (q)
Apa yang tampil di layar?",3 1.4285714286,3 1,3 1,True
percabangan,e2a9ca0c8eb25eebb27c9620270f01a863c117339b71a06eaf61082adf47e416,2025-08-24T05:14:33.954231Z,"x <- 6
y <- 12
IF y > x THEN
cetak (y - x)
Apa yang tampil di layar?",6,6,6,True
percabangan,b5f3326df1e34d27306e15d3c195dbc02c31ae6a24a777365545433909374e45,2025-08-24T05:14:34.256838Z,"m <- 6
n <- 1
IF m * n = 6 THEN {
cetak (m + n)
cetak (m - n)
}
Apa yang tampil di layar?",7 5,7 5,7 5,True
runtunan,6375586c1d7078919091924c122d4274878efd8a6379f68a041c6377ac4b9f8c,2025-08-24T05:14:35.001097Z,"bola <- 3
buku <- 7
kertas <- bola + buku
cetak (kertas)
buku <- kertas - bola
cetak (buku)
Apa yang tampil di layar?",10 7,10 7,10 7,True
runtunan,eabb9e8f6916b41a14d0400f1b3d90a370271c17ca080e917f48a26fa8300be3,2025-08-24T05:14:35.534292Z,"a <- 2
b <- 4
c <- a+b
cetak (c)
a <- b
cetak (a)
Apa yang tampil di layar?",6 4,6 4,6 4,True
percabangan,794604ce8c84ec202d33e9ff8d2bb871025a5de8887933cce85ae76dea6f93c9,2025-08-24T05:14:35.636563Z,"a <- 4
b <- 1
IF a * b > 2 THEN {
cetak (a)
cetak (b)
cetak (a + b)
}
Apa yang tampil di layar?",4 1 5,4 1 5,4 1 5,True
percabangan,0c77b566d87940181d7dce8ddde5fe9d3abe237a4eec1addde37a3e90096146a,2025-08-24T05:14:36.070415Z,"p <- 8
q <- 4
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p * q)
}
Apa yang tampil di layar?",8 4 32,8 4 32,8 4 32,True
runtunan,5fff405a326795da0f6820b8725572fa1c2214a264886e5952335035d7eb3adf,2025-08-24T05:14:36.816680Z,"a <- 2
b <- 3
c <- a*b
cetak (c)
a <- c-a
cetak (a)
Apa yang tampil di layar?",6 4,6 4,6 4,True
runtunan,a0345faf37b4b80522439990c781e90eb339802f34ed9348aae0081af4d18c94,2025-08-24T05:14:37.439112Z,"p <- 8
q <- 2
r <- p / q
cetak (r)
q <- q + r
cetak (q)
Apa yang tampil di layar?",4 6,4 6,4 6,True
percabangan,7581e3353bd7550ed61b878461796f0be8d63f0cee2bd40dfe09d5e5df7f101d,2025-08-24T05:14:37.883471Z,"m <- 4
n <- 16
IF m < n THEN {
cetak (n)
cetak (n / m)
}
Apa yang tampil di layar?",16 4.0,16 4.0,16 4.0,True
percabangan,6437e710d01e3eef3c708753647893143cda348cfaff5de0b2ca5106f62d7abc,2025-08-24T05:14:38.131873Z,"x <- 9
y <- 3
IF x - y > 5 THEN {
cetak(y)
}
cetak(x)
Apa yang tampil di layar?",3 9,3 9,3 9,True
runtunan,af3230ad3e920889eaeeb89b869f0bf6a36a5322afdbf2579c09b94928b1252c,2025-08-24T05:14:38.706648Z,"kucing <- 5
anjing <- 3
cetak (kucing + anjing)
kucing <- kucing * 2
cetak (kucing - anjing)
anjing <- anjing + kucing
cetak (anjing)
Apa yang tampil di layar?",8 7 10,8 7 10,8 7 10,True
runtunan,87f02f20514a86cb8832ae106f8bb1d48008f6bd19d690c3f45b13e3c2ea0bce,2025-08-24T05:14:39.339037Z,"mobil <- 7
sepeda <- 3
kotak <- mobil - sepeda
cetak (kotak)
mobil <- kotak + sepeda
cetak (mobil)
Apa yang tampil di layar?",4 7,4 7,4 7,True
percabangan,7ce506ed0fe8bb9581e34bcd0141fa3f9970e0075b5dcf144cac5accd995392d,2025-08-24T05:14:39.969051Z,"a <- 11
b <- 6
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a - b)
}
Apa yang tampil di layar?",11 6 5,11 6 5,11 6 5,True
percabangan,19675ccf97633dbb0cb87fa1bede6ac8e359a013b3201c3f78580d1d6064788b,2025-08-24T05:14:40.006490Z,"a <- 4
b <- 1
cetak(a * b)
IF a * b > 2 THEN {
cetak(a + b)
}
Apa yang tampil di layar?",4 5,4 5,4 5,True
runtunan,11d34c8f1b915debd5a45ec9f68684d515cb401d3ed2901c26a4f889f4bb8276,2025-08-24T05:14:40.875214Z,"p <- 7
q <- 5
cetak (p - q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",2 12,2 12,2 12,True
runtunan,df0af46ee4f6a08e88fe28adce6225c786f0d4d6445f561f7a9199df8db9bf05,2025-08-24T05:14:41.199579Z,"a <- 7
b <- 5
cetak (a * b)
b <- b - 2
cetak (b)
Apa yang tampil di layar?",35 3,35 3,35 3,True
percabangan,dd7db17301bd7f570d25362810903815266fc4c9bcec1db4010e51fe404a069e,2025-08-24T05:14:41.873177Z,"x <- 40
y <- 10
IF x > y THEN {
cetak (x)
cetak (y)
cetak (x / y)
}
Apa yang tampil di layar?",40 10 4,40 10 4,40 10 4,True
percabangan,3ff65127d2a13f852e112d711f09ebd9b3da0ac61613cf015b479c83bbd15e38,2025-08-24T05:14:41.913867Z,"p <- 12
q <- 7
IF p > q THEN {
cetak (p)
cetak (p - q)
}
Apa yang tampil di layar?",12 5,12 5,12 5,True
runtunan,5f9eedec6df99e149ce733bf6f91d5bae575b22ba03ad6456fe5a496121ce7ce,2025-08-24T05:14:42.658200Z,"kucing <- 5
anjing <- 3
cetak (kucing)
kucing <- kucing + anjing
cetak (kucing)
cetak (anjing)
Apa yang tampil di layar?",5 8 3,5 8 3,5 8 3,True
runtunan,0c757a063670635964e1ce6d87559d76c9df2b7f730ac764b4ac3ca3a1a8cde7,2025-08-24T05:14:43.273483Z,"a <- 5
b <- 6
cetak (a + b)
a <- a - b
cetak (a)
Apa yang tampil di layar?",11 -1,11 -1,11 -1,True
percabangan,b72065dc16ade15c6df455ab94b45753b9c959e6806654b6266c2bd305257706,2025-08-24T05:14:43.837226Z,"m <- 9
n <- 3
IF m / n > 2 THEN {
cetak (m)
cetak (n)
cetak (m - n)
}
Apa yang tampil di layar?",9 3 6,9 3 6,9 3 6,True
percabangan,88063eebabf5ab870b853628eafd8320e45356f7bea90974a04a46444173131c,2025-08-24T05:14:44.016233Z,"x <- 8
y <- 3
IF x > y THEN {
cetak(x)
} ELSE {
cetak(y)
}
Apa yang tampil di layar?",8,8,8,True
runtunan,8695476db694ae97c16d6153f1e330203c98869dd46f1816aafd341addbc4a81,2025-08-24T05:14:44.533399Z,"k <- 9
l <- 4
cetak (k - l)
l <- l + k
cetak (l)
Apa yang tampil di layar?",5 13,5 13,5 13,True
runtunan,cb96d2f6a0705da006e19b5a1294cc16d2ba721d92ed75174d8e9e0a1df49242,2025-08-24T05:14:45.466102Z,"x <- 15
y <- 5
cetak (x / y)
y <- y + 7
cetak (y)
Apa yang tampil di layar?",3 12,3 12,3 12,True
percabangan,e1425cc84d9323a731812a6137097873446a36468bfe06df6ba720c0a119080c,2025-08-24T05:14:45.787656Z,"a <- 4
b <- 9
IF a + b > 10 THEN
cetak(b - a)
ELSE
cetak(a + b)
Apa yang tampil di layar?",5,5,5,True
runtunan,cb96d2f6a0705da006e19b5a1294cc16d2ba721d92ed75174d8e9e0a1df49242,2025-08-24T05:14:46.360301Z,"x <- 15
y <- 5
cetak (x / y)
y <- y + 7
cetak (y)
Apa yang tampil di layar?",3 12,3 12,3 12,True
percabangan,e66e3f693d7acb9a4791fe33194e83b8762d993a5723c1990d36d996b10e7e43,2025-08-24T05:14:47.119933Z,"p <- 6
q <- 2
IF p / q = 3 THEN
cetak(p * q)
ELSE
cetak(p + q)
Apa yang tampil di layar?",12,12,12,True
runtunan,b23d1ffb5aa12d4856f9c0d4d58f7cc8a8e49ac961570bc0b9b74b16db1347f8,2025-08-24T05:14:47.168154Z,"t <- 4
u <- 9
cetak (t + u)
cetak (t)
Apa yang tampil di layar?",13 4,13 4,13 4,True
percabangan,d007a389894b20a576dc4dde43c8488d2a64b6fc3f85badd7e841641616a5be7,2025-08-24T05:14:47.673867Z,"m <- 8
n <- 2
IF m * n = 16 THEN
cetak(m / n)
ELSE
cetak(m + n)
Apa yang tampil di layar?",4,4,4,True
runtunan,fe3c19051dc0627651be479bf33c6ec0ab6edfd5e9d07bde053a9032bd429f69,2025-08-24T05:14:48.086324Z,"mobil <- 6
sepeda <- 2
cetak (mobil / sepeda)
mobil <- mobil + sepeda
cetak (mobil)
Apa yang tampil di layar?",3 8,3 8,3 8,True
percabangan,560963deeea44f77c1d222a49c22c8940b3df120c9089d34e885834ee626b908,2025-08-24T05:14:48.903471Z,"p <- 10
q <- 2
IF p / q = 5 THEN {
cetak (p)
cetak (q)
cetak (p * q)
}
Apa yang tampil di layar?",10 2 20,10 2 20,10 2 20,True
runtunan,ffc8b655632bb9d5af2817010fa021125f80db3f4aa8ad61418b3ff33040a99f,2025-08-24T05:14:48.945648Z,"x <- 6
y <- 4
cetak (x)
x <- x / 2
cetak (x)
y <- y + x
cetak (y)
Apa yang tampil di layar?",6 3 7,6 3 7,6 3 7,True
percabangan,0240d80ea846a4a291c410e45af38b75d75706a4bad9fdec3580962e461a80b3,2025-08-24T05:14:49.477704Z,"m <- 12
n <- 3
IF m / n < 5 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",9,9,9,True
runtunan,5f6314196214ab38114f7d6ea2231af3e306b8acfa5d815314aad38e5683ae67,2025-08-24T05:14:50.086120Z,"x <- 5
y <- 6
cetak (x)
y <- y - x
cetak (y)
cetak (x + y)
Apa yang tampil di layar?",5 1 6,5 1 6,5 1 6,True
percabangan,20bdcc521caacbd9a0d5253e24f025d7c881072e02b35958c4396aad8e3e8ef4,2025-08-24T05:14:50.736144Z,"a <- 2
b <- 5
IF a < b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",2 5,2 5,2 5,True
percabangan,943a566e710f96dea2e0b236fbf49b4669a479471c2c398e250dba85ae41b6a0,2025-08-24T05:14:51.194975Z,"a <- 2
b <- 2
IF a = b THEN
cetak (a + b)
Apa yang tampil di layar?",4,4,4,True
runtunan,bb52e1320a4cf78c5d95f5281cf682da2f0cd67e7d0e7414e25f1cfd7cd530cc,2025-08-24T05:14:51.436090Z,"x <- 6
y <- x / 3
cetak (y)
y <- y + x
cetak (y)
Apa yang tampil di layar?",2 8,2 8,2 8,True
runtunan,8e57b233d4246856039605e89973af7984fe5aa58cc6393329e37c742af41d5a,2025-08-24T05:14:51.769359Z,"k <- 20
l <- 4
cetak (k / l)
k <- k - 10
cetak (k)
Apa yang tampil di layar?",5 10,5 10,5 10,True
percabangan,1a11b721f4486e5a1891cceab16b0f544feb5662fc9795713ee12aae7d957974,2025-08-24T05:14:53.009807Z,"a <- 14
b <- 14
IF a = b THEN {
cetak (a)
cetak (b)
cetak (a + b)
}
Apa yang tampil di layar?",14 14 28,14 14 28,14 14 28,True
runtunan,6da0e2894c9fe1a0b0c504f9752d9c4d9e8d69dd2c43a8f8f81142d60bcf55ad,2025-08-24T05:14:53.276687Z,"a <- 4
b <- 6
cetak (a)
a <- a + b
cetak (a)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,c90684de9b3723f593c385404b3b202742813b777f67760d06a06ba286230a54,2025-08-24T05:14:53.326364Z,"m <- 9
n <- 4
IF m < n THEN
cetak (n)
ELSE
cetak (m)
Apa yang tampil di layar?",9,9,9,True
runtunan,3cfbff97345e1f7358e1ef6fec95ea0df0406ef18edbd7c4b6366fc932252cbc,2025-08-24T05:14:53.680591Z,"kucing <- 4
anjing <- 5
cetak (kucing)
cetak (anjing)
cetak (kucing * anjing)
Apa yang tampil di layar?",4 5 20,4 5 20,4 5 20,True
percabangan,7581e3353bd7550ed61b878461796f0be8d63f0cee2bd40dfe09d5e5df7f101d,2025-08-24T05:14:55.107775Z,"m <- 4
n <- 16
IF m < n THEN {
cetak (n)
cetak (n / m)
}
Apa yang tampil di layar?",16 4.0,16 4.0,16 4.0,True
runtunan,488f1cf09c8bae5ce42c95ea57d4d4655620da208fcd71e508ab189eed12c985,2025-08-24T05:14:55.241612Z,"m <- 5
n <- m + 4
cetak (n)
m <- n - m
cetak (m)
Apa yang tampil di layar?",9 4,9 4,9 4,True
runtunan,e2d6f5b094bb867e8e9ddbd39e79f817930874b4e9e4e901155f35d70c16bb74,2025-08-24T05:14:55.319965Z,"mobil <- 12
sepeda <- 3
cetak (mobil / sepeda)
sepeda <- sepeda + 6
cetak (sepeda)
Apa yang tampil di layar?",4 9,4 9,4 9,True
percabangan,0b63b2397d65c4c7610aa257a841c68fc3f6f773511451c718bdae982110d07b,2025-08-24T05:14:56.468609Z,"m <- 9
n <- 9
IF m = n THEN
cetak (m + n)
ELSE
cetak (m - n)
Apa yang tampil di layar?",18,18,18,True
runtunan,68c3f4cea0346aceed0c65cdc388c13e110664f8b993d0e420e21fd55e227282,2025-08-24T05:14:56.885549Z,"kursi <- 4
lampu <- 5
cetak (kursi + lampu)
kursi <- kursi * 2
cetak (kursi)
Apa yang tampil di layar?",9 8,9 8,9 8,True
percabangan,e8abb88ed75bd8dac4787c43b5caf02ce4aa709fd021202e09b418ff91a3250e,2025-08-24T05:14:57.379286Z,"x <- 8
y <- 3
IF x < y THEN
cetak (y)
ELSE {
cetak (x)
cetak (x - y)
}
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,e2d6f5b094bb867e8e9ddbd39e79f817930874b4e9e4e901155f35d70c16bb74,2025-08-24T05:14:57.577586Z,"mobil <- 12
sepeda <- 3
cetak (mobil / sepeda)
sepeda <- sepeda + 6
cetak (sepeda)
Apa yang tampil di layar?",4 9,4 9,4 9,True
percabangan,0240d80ea846a4a291c410e45af38b75d75706a4bad9fdec3580962e461a80b3,2025-08-24T05:14:58.745757Z,"m <- 12
n <- 3
IF m / n < 5 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",9,9,9,True
runtunan,427187037ee353ae4dba9fcd2ea106b890ffb28875a801088b6a7c042788ae91,2025-08-24T05:14:58.787463Z,"bola <- 2
meja <- 3
cetak (bola)
cetak (meja)
cetak (bola + meja)
Apa yang tampil di layar?",2 3 5,2 3 5,2 3 5,True
percabangan,19675ccf97633dbb0cb87fa1bede6ac8e359a013b3201c3f78580d1d6064788b,2025-08-24T05:14:59.133904Z,"a <- 4
b <- 1
cetak(a * b)
IF a * b > 2 THEN {
cetak(a + b)
}
Apa yang tampil di layar?",4 5,4 5,4 5,True
runtunan,8ba5fff27c2ff70410f9b7de2c42cc0198aacfc15dceab3c2ec17b52b45b170e,2025-08-24T05:14:59.917876Z,"lampu <- 2
meja <- 5
cetak (lampu * meja)
lampu <- lampu + meja
cetak (lampu)
Apa yang tampil di layar?",10 7,10 7,10 7,True
percabangan,db62d769f09644d7ae45a541f0ff2fc9909872f7a71f4144c705a272b0e67ab6,2025-08-24T05:15:00.470908Z,"x <- 12
y <- 4
IF x / y > 2 THEN
cetak(x - y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",8,8,8,True
runtunan,14087c6a525557ff12b675cfa4736597c9d49bf00b0d62c7b4c2625cd772d4d5,2025-08-24T05:15:00.871037Z,"piring <- 4
gelas <- 7
cetak (piring)
cetak (gelas)
cetak (piring * gelas)
Apa yang tampil di layar?",4 7 28,4 7 28,4 7 28,True
percabangan,497c9084b5ebcd42cdf8738ad3cbc88914239a7daa74c41fb8a6464fdaed2f1a,2025-08-24T05:15:01.063776Z,"m <- 10
n <- 5
IF m / n = 2 THEN
cetak(m + n)
ELSE
cetak(m * n)
Apa yang tampil di layar?",15,15,15,True
runtunan,e168df02976abad6178d44f82a24c1ea02235cbfc3b50cd04a2ec439c329b64d,2025-08-24T05:15:01.668107Z,"bola <- 2
meja <- 7
kotak <- bola + meja
cetak (kotak)
bola <- kotak - meja
cetak (bola)
Apa yang tampil di layar?",9 2,9 2,9 2,True
percabangan,2c1ecbce1dfcaf12b5321d2de97c8865d1ca1cb0594c096ec8d1515b58703c9b,2025-08-24T05:15:02.283529Z,"m <- 9
n <- 3
IF m / n > 2 THEN {
cetak(m)
}
cetak(n)
Apa yang tampil di layar?",9 3,9 3,9 3,True
percabangan,ae471af444ec9a8d476705c594cedd0f34133caa86f696de97b08783ff5cdd32,2025-08-24T05:15:02.818269Z,"m <- 10
n <- 4
IF m / n > 2 THEN {
cetak(m + n)
} ELSE {
cetak(m - n)
}
Apa yang tampil di layar?",14,14,14,True
runtunan,15c13598ae5e49a2ee2e79373e71bd669bb0fc702d5d810c200610ccbb7dfb16,2025-08-24T05:15:03.080759Z,"m <- 7
n <- 2
cetak (m * n)
cetak (m)
Apa yang tampil di layar?",14 7,14 7,14 7,True
runtunan,dbb2eb0a642c0446c87d32f94f79a64f53197818c48dfb73e4a7ed9bf9fbc6e0,2025-08-24T05:15:03.634313Z,"m <- 8
n <- 5
cetak (m + n)
m <- m - 3
cetak (m)
Apa yang tampil di layar?",13 5,13 5,13 5,True
runtunan,bd5bf3f3f3abc2031b1c544d47a5ada7332be4fc616be40d4524b862116f2ee6,2025-08-24T05:15:04.774875Z,"x <- 5
y <- x+2
cetak (y)
y <- y*2
cetak (x)
Apa yang tampil di layar?",7 5,7 5,7 5,True
percabangan,529f9907f3ca23a5f32127a0b96e46e31aa7dc1b4ba7ee1bbf484b5ca2cab1d3,2025-08-24T05:15:05.156890Z,"p <- 10
q <- 6
IF p - q > 3 THEN
cetak (p / q)
Apa yang tampil di layar?",1.6667,1.6667,1.6667,True
runtunan,cc66e10f21e8eb21737548203b49a2b8382007569b0c00fa35cc0f4bc975fe7e,2025-08-24T05:15:05.331627Z,"v <- 7
w <- v - 2
cetak (w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",5 12,5 12,5 12,True
percabangan,f6100b9f5960fadb06a75832726be12e4a84e4efc960988188af2d2a08e4af59,2025-08-24T05:15:05.728351Z,"p <- 18
q <- 12
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p - q)
}
Apa yang tampil di layar?",18 12 6,18 12 6,18 12 6,True
runtunan,ee4a081a0e19a1bcdb33431808fd6d3b6c4a6114708571840f29bbb0500ae662,2025-08-24T05:15:06.841857Z,"piring <- 4
gelas <- 9
cetak (piring)
cetak (gelas)
cetak (piring + gelas)
Apa yang tampil di layar?",4 9 13,4 9 13,4 9 13,True
runtunan,3d7f6be96ec61ae32ba0c9d42ffaf428ef789aa1618aa035cf41b44669d0e725,2025-08-24T05:15:07.152804Z,"t <- 6
u <- 3
cetak (t + u)
t <- t * 2
cetak (t)
Apa yang tampil di layar?",9 12,9 12,9 12,True
percabangan,de6489d2973a2273894efbbb2462706b44c8577a0b69d82fcdd46c92e38918a1,2025-08-24T05:15:07.412218Z,"a <- 6
b <- 6
IF a + b = 12 THEN
cetak (a * b)
Apa yang tampil di layar?",36,36,36,True
